species,population.ID,taxon,Citation,Life.Stage,Sex.Ratio,SuperTaxa,LifeHistory,N,sex.determination,SDM.Type,SDM.Type.conservative,sex.det.source,Notes
Chelonia_mydas,ROSIE19,turtles,"Tilley, D., Ball, S., Ellick, J., Godley, B. J., Weber, N., Weber, S. B., & Broderick, A. C. (2019). No evidence of fine scale thermal adaptation in green turtles. Journal of Experimental Marine Biology and Ecology, 514-515, 110-117.",birth.sex.ratio,0.038976378,crocoturtle,CTT,254,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,107,turtles,430,juvenile.sex.ratio,0.2,crocoturtle,CTT,75,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,109,turtles,153,juvenile.sex.ratio,0.364,crocoturtle,CTT,66,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE17,turtles,"Patrício, A. R., Marques, A., Barbosa, C., Broderick, A. C., Godley, B. J., Hawkes, L. A., Rebelo, R., Regalla, A., & Catry, P. (2017). Balanced primary sex ratios and resilience to climate change in a major sea turtle population. Marine Ecology Progress Series, 577, 189-203.",birth.sex.ratio,0.366412214,crocoturtle,CTT,131,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,108,turtles,429,juvenile.sex.ratio,0.3,crocoturtle,CTT,75,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,101,turtles,428,adult.sex.ratio,0.529,crocoturtle,CTT,242,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE16,turtles,"Mrosovsky, N. (1982). Sex ratio bias in hatchling sea turtles from artificially incubated eggs. Biological Conservation, 23(4), 309-314.",birth.sex.ratio,0.358333333,crocoturtle,CTT,120,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,104,turtles,439,birth.sex.ratio,0.104,crocoturtle,CTT,146,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,ROSIE18,turtles,"Spotila, J. R., Standora, E. A., Morreale, S. J., & Ruiz, G. J. (1987). Temperature dependent sex determination in the green turtle (Chelonia mydas): Effects on the sex ratio on a natural nesting beach. Herpetologica, 43(1), 74-81.",birth.sex.ratio,0.564912281,crocoturtle,CTT,285,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,100,turtles,432,juvenile.sex.ratio,0.37,crocoturtle,CTT,738,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,100,turtles,432,adult.sex.ratio,0.362,crocoturtle,CTT,620,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,97,turtles,431,juvenile.sex.ratio,0.305,crocoturtle,CTT,128,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,102,turtles,437,birth.sex.ratio,0.26,crocoturtle,CTT,96,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelonia_mydas,99,turtles,141mort,adult.sex.ratio,0.604,crocoturtle,CTT,235,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chelydra_serpentina,124,turtles,547,adult.sex.ratio,0.691,crocoturtle,CTT,152,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,115,turtles,206,adult.sex.ratio,0.636,crocoturtle,CTT,22,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,ROSIE20,turtles,"Freedberg, S., Lee, C., & Pappas, M. (2011). Agricultural practices alter sex ratios in a reptile with environmental sex determination. Biological Conservation, 144(3), 1159-1166.",birth.sex.ratio,0.9,crocoturtle,CTT,190,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,121,turtles,477,adult.sex.ratio,0.662,crocoturtle,CTT,71,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,117,turtles,493,adult.sex.ratio,0.484,crocoturtle,CTT,91,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,119,turtles,43,adult.sex.ratio,0.578,crocoturtle,CTT,230,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,MT3,turtles,unpublished data,birth.sex.ratio,0.3543983,crocoturtle,CTT,5127,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,114,turtles,559,adult.sex.ratio,0.81,crocoturtle,CTT,126,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,120,turtles,476,adult.sex.ratio,0.854,crocoturtle,CTT,41,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,113,turtles,494,adult.sex.ratio,0.477,crocoturtle,CTT,86,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,122,turtles,479,adult.sex.ratio,0.583,crocoturtle,CTT,571,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,116,turtles,42,adult.sex.ratio,0.529,crocoturtle,CTT,34,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,123,turtles,556,adult.sex.ratio,0.851,crocoturtle,CTT,87,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,125,turtles,477,adult.sex.ratio,0.423,crocoturtle,CTT,52,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chelydra_serpentina,112,turtles,500,adult.sex.ratio,0.464,crocoturtle,CTT,166,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Chlamydosaurus_kingii,130,lizards,1021,adult.sex.ratio,0.634,squamatara,S,215,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Christinus_marmoratus,132,lizards,1037,adult.sex.ratio,0.506,squamatara,S,83,GSD,GSD,GSD,species.in.TreeOfSex,NA
Christinus_marmoratus,131,lizards,1037,adult.sex.ratio,0.54,squamatara,S,137,GSD,GSD,GSD,species.in.TreeOfSex,NA
Chrysemys_picta,133,turtles,210,adult.sex.ratio,0.582,crocoturtle,CTT,55,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,138,turtles,210,adult.sex.ratio,0.362,crocoturtle,CTT,58,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,ROSIE25,turtles,"Vogt, R. C., & Bull, J. J. (1984). Ecology of hatchling sex ratio in map turtles. Ecology, 65(2), 582-587.",birth.sex.ratio,1,crocoturtle,CTT,18,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,ROSIE23,turtles,"Refsnider, J. M., & Janzen, F. J. (2012). Behavioural plasticity may compensate for climate change in a long-lived reptile with temperature-dependent sex determination. Biological Conservation, 152, 90-95.",birth.sex.ratio,0.873233909,crocoturtle,CTT,196,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,150,turtles,46,adult.sex.ratio,0.552,crocoturtle,CTT,480,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,ROSIE24,turtles,"Telemeco, R. S., Warner, D. A., Reida, M. K., & Janzen, F. J. (2013). Extreme developmental temperatures result in morphological abnormalities in painted turtles (Chrysemys picta): A climate change perspective. Integrative Zoology, 8(2), 197-208.",birth.sex.ratio,0.639450411,crocoturtle,CTT,399,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,ROSIE26,turtles,"Weisrock, D. W., & Janzen, F. J. (1999). Thermal and fitness‐related consequences of nest location in painted turtles (Chrysemys picta). Functional Ecology, 13(1), 94-101.",birth.sex.ratio,0.595278348,crocoturtle,CTT,91,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,153,turtles,43,adult.sex.ratio,0.513,crocoturtle,CTT,156,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,154,turtles,476,adult.sex.ratio,0.631,crocoturtle,CTT,157,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,148,turtles,549,adult.sex.ratio,0.3,crocoturtle,CTT,257,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,ROSIE21,turtles,"Janzen, F. J. (1994). Climate change and temperature-dependent sex determination in reptiles. Proceedings of the National Academy of Sciences, 91(16), 7487-7490.",birth.sex.ratio,0,crocoturtle,CTT,4,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,145,turtles,210,adult.sex.ratio,0.55,crocoturtle,CTT,100,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,MT1,turtles,unpublished data,adult.sex.ratio,0.246019,crocoturtle,CTT,404,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,155,turtles,576,adult.sex.ratio,0.564,crocoturtle,CTT,479,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,144,turtles,481,adult.sex.ratio,0.63,crocoturtle,CTT,27,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,158,turtles,547,adult.sex.ratio,0.719,crocoturtle,CTT,89,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,139,turtles,572,adult.sex.ratio,0.504,crocoturtle,CTT,141,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,ROSIE22,turtles,"Janzen, F. J. (1994). Vegetational cover predicts the sex ratio of hatchling turtles in natural nests. Ecology, 75(6), 1593-1599.",birth.sex.ratio,0.566448802,crocoturtle,CTT,918,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,143,turtles,481,adult.sex.ratio,0.47,crocoturtle,CTT,83,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,141,turtles,210,adult.sex.ratio,0.472,crocoturtle,CTT,36,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,162,turtles,"574, 571",birth.sex.ratio,0.124,crocoturtle,CTT,210,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,135,turtles,732,adult.sex.ratio,0.547,crocoturtle,CTT,503,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,146,turtles,"44, 212",adult.sex.ratio,0.495,crocoturtle,CTT,839,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,136,turtles,589,adult.sex.ratio,0.676,crocoturtle,CTT,114,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,134,turtles,589,adult.sex.ratio,0.725,crocoturtle,CTT,79,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,140,turtles,559,adult.sex.ratio,0.559,crocoturtle,CTT,34,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,157,turtles,556,adult.sex.ratio,0.835,crocoturtle,CTT,786,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,156,turtles,585,adult.sex.ratio,0.576,crocoturtle,CTT,125,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,137,turtles,584,adult.sex.ratio,0.512,crocoturtle,CTT,125,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,152,turtles,579,adult.sex.ratio,0.592,crocoturtle,CTT,71,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,162,turtles,"574, 571",adult.sex.ratio,0.295,crocoturtle,CTT,78,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Chrysemys_picta,142,turtles,578,adult.sex.ratio,0.539,crocoturtle,CTT,399,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Clemmys_guttata,168,turtles,155,adult.sex.ratio,0.518,crocoturtle,CTT,166,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Clemmys_guttata,163,turtles,593,adult.sex.ratio,0.447,crocoturtle,CTT,38,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Clemmys_guttata,165,turtles,595,adult.sex.ratio,0.436,crocoturtle,CTT,140,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Clemmys_guttata,169,turtles,154,adult.sex.ratio,0.207,crocoturtle,CTT,29,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Clemmys_guttata,166,turtles,598,adult.sex.ratio,0.46,crocoturtle,CTT,50,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Coluber_constrictor,170,snakes,211,adult.sex.ratio,0.587,squamatara,S,271,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Crocodylus_acutus,177,crocs,271,adult.sex.ratio,0.619,crocoturtle,CTT,21,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,178,crocs,51,juvenile.sex.ratio,0.586,crocoturtle,CTT,70,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,174,crocs,276,juvenile.sex.ratio,0.541,crocoturtle,CTT,101,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,175,crocs,273,juvenile.sex.ratio,0.775,crocoturtle,CTT,172,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,176,crocs,274,juvenile.sex.ratio,0.848,crocoturtle,CTT,46,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,175,crocs,273,birth.sex.ratio,0.779,crocoturtle,CTT,204,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,178,crocs,51,adult.sex.ratio,0.405,crocoturtle,CTT,37,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,177,crocs,271,juvenile.sex.ratio,0.816,crocoturtle,CTT,76,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,176,crocs,274,adult.sex.ratio,0.182,crocoturtle,CTT,11,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,174,crocs,276,adult.sex.ratio,0.541,crocoturtle,CTT,24,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,179,crocs,262,birth.sex.ratio,0.657,crocoturtle,CTT,137,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_acutus,175,crocs,273,adult.sex.ratio,0.593,crocoturtle,CTT,32,TSD,TSD II,TSD II,Charruaua et al (2017) Salamandra,NA
Crocodylus_intermedius,CK9,crocs,"Ramo, C., Busto, B., & Utrera, A. (1992). Breeding and rearing the Orinoco crocodile Crocodylus intermedius in Venezuela. Biological Conservation, 60(2), 101-108.",juvenile.sex.ratio,0.3,crocoturtle,CTT,30,TSD,TSD II,TSD II,genus.or.family.in.TreeOfSex,NA
Crocodylus_johnstoni,183,crocs,300,birth.sex.ratio,0.449,crocoturtle,CTT,285,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_johnstoni,181,crocs,300,birth.sex.ratio,0.182,crocoturtle,CTT,236,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_johnstoni,182,crocs,301,adult.sex.ratio,0.287,crocoturtle,CTT,265,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_johnstoni,182,crocs,301,juvenile.sex.ratio,0.376,crocoturtle,CTT,526,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_moreletii,184,crocs,284,juvenile.sex.ratio,0.749,crocoturtle,CTT,1091,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_moreletii,185,crocs,52,juvenile.sex.ratio,0.626,crocoturtle,CTT,754,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_moreletii,186,crocs,264,adult.sex.ratio,0.5,crocoturtle,CTT,28,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_moreletii,184,crocs,284,adult.sex.ratio,0.817,crocoturtle,CTT,262,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_moreletii,185,crocs,52,adult.sex.ratio,0.789,crocoturtle,CTT,185,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_moreletii,186,crocs,264,juvenile.sex.ratio,0.6,crocoturtle,CTT,55,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_niloticus,189,crocs,322,adult.sex.ratio,0.447,crocoturtle,CTT,77,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_niloticus,188,crocs,317,birth.sex.ratio,0.111,crocoturtle,CTT,108,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_niloticus,189,crocs,322,juvenile.sex.ratio,0.616,crocoturtle,CTT,1162,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crocodylus_niloticus,187,crocs,323,juvenile.sex.ratio,0.2,crocoturtle,CTT,12,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Crotalus_horridus,195,snakes,"v9, v10",adult.sex.ratio,0.549,squamatara,S,705,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Crotalus_horridus,194,snakes,g4,birth.sex.ratio,0.491,squamatara,S,588,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Crotalus_horridus,195,snakes,"v9, v10",birth.sex.ratio,0.476,squamatara,S,143,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Crotalus_viridis,197,snakes,new30,adult.sex.ratio,0.517,squamatara,S,174,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Crotalus_viridis,196,snakes,v11,birth.sex.ratio,0.427,squamatara,S,143,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Crotalus_viridis,198,snakes,g51,birth.sex.ratio,0.47,squamatara,S,115,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Ctenosaura_bakeri,200,lizards,53,adult.sex.ratio,0.564,squamatara,S,546,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Ctenosaura_bakeri,199,lizards,g30,adult.sex.ratio,0.456,squamatara,S,125,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Ctenosaura_melanosterna,201,lizards,"new32, new33",adult.sex.ratio,0.435,squamatara,S,207,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Ctenosaura_oedirhina,202,lizards,v12,adult.sex.ratio,0.379,squamatara,S,338,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Cyclura_cychlura,204,lizards,v16,adult.sex.ratio,0.529,squamatara,S,1074,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Cyclura_nubila,205,lizards,56,adult.sex.ratio,0.545,squamatara,S,42,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Deirochelys_reticularia,207,turtles,602,adult.sex.ratio,0.655,crocoturtle,CTT,29,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Deirochelys_reticularia,206,turtles,601,adult.sex.ratio,0.798,crocoturtle,CTT,119,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermatemys_mawii,209,turtles,503,adult.sex.ratio,0.2,crocoturtle,CTT,106,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermatemys_mawii,210,turtles,502,adult.sex.ratio,0.32,crocoturtle,CTT,44,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermatemys_mawii,208,turtles,503,adult.sex.ratio,0.25,crocoturtle,CTT,41,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermochelys_coriacea,ROSIE30,turtles,"Rimblot, F., Fretey, J., Lescure, J., & Pieau, C. (1983). Influence de la temperature sur la differentiation sexuelle des gonades chez la tortue luth (Dermochelys coriacea); Etude en incubation artificielle et naturelle.  Actes de Colloques, 1(1), 355-362.",birth.sex.ratio,0.100558659,crocoturtle,CTT,54,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermochelys_coriacea,ROSIE29,turtles,"Rimblot-Baly, F., Lescure, J., Fretey, J., & Pieau, C. (1986). Sensibilité à la température de la différenciation sexuelle chez la tortue Luth, Dermochelys coriacea (Vandelli, 1761); application des données de l'incubation artificielle à l'étude de la sex-ratio dans la nature. In Annales des sciences naturelles. Zoologie et biologie animale (Vol. 8, No. 4, pp. 277-290). Elsevier.",birth.sex.ratio,0.397217929,crocoturtle,CTT,647,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermochelys_coriacea,ROSIE27,turtles,"Lescure, J., Rimblot, F., Fretey, J., Renous, S., & Pieau, C. (1985). Influence de la température d'incubation des œufs sur la sex-ratio des nouveaux-nés de la tortue Luth, Dermochelys coriacea. Bulletin de la Société zoologique de France, 110(3), 355-359.",birth.sex.ratio,0.304477612,crocoturtle,CTT,335,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermochelys_coriacea,214,turtles,510,adult.sex.ratio,0.35,crocoturtle,CTT,80,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermochelys_coriacea,213,turtles,510,adult.sex.ratio,0.562,crocoturtle,CTT,28,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Dermochelys_coriacea,ROSIE28,turtles,"Mrosovsky, N., Dutton, P. H., & Whitmore, C. P. (1984). Sex ratios of two species of sea turtle nesting in Suriname. Canadian Journal of Zoology, 62(11), 2227-2239.",birth.sex.ratio,0.422161869,crocoturtle,CTT,263,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Drymarchon_couperi,215,snakes,"v17, m4",adult.sex.ratio,0.692,squamatara,S,224,GSD,GSD,GSD,species.in.TreeOfSex,NA
Elaphe_obsoleta,216,snakes,v19,juvenile.sex.ratio,0.265,squamatara,S,49,GSD,GSD,GSD,species.in.TreeOfSex,NA
Elaphe_obsoleta,216,snakes,v19,adult.sex.ratio,0.575,squamatara,S,153,GSD,GSD,GSD,species.in.TreeOfSex,NA
Elaphe_obsoleta,217,snakes,"v19, g57, g66",juvenile.sex.ratio,0.442,squamatara,S,95,GSD,GSD,GSD,species.in.TreeOfSex,NA
Elaphe_obsoleta,217,snakes,"v19, g57, g66",adult.sex.ratio,0.557,squamatara,S,106,GSD,GSD,GSD,species.in.TreeOfSex,NA
Elaphe_quadrivirgata,218,snakes,2634,adult.sex.ratio,0.537,squamatara,S,67,GSD,GSD,GSD,species.in.TreeOfSex,NA
Emydocephalus_annulatus,220,snakes,mod5,adult.sex.ratio,0.669,squamatara,S,163,GSD,GSD,GSD,species.in.TreeOfSex,NA
Emydocephalus_annulatus,219,snakes,218,adult.sex.ratio,0.61,squamatara,S,313,GSD,GSD,GSD,species.in.TreeOfSex,NA
Emydocephalus_ijimae,221,snakes,na6,adult.sex.ratio,0.692,squamatara,S,91,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Emydoidea_blandingii,226,turtles,615,adult.sex.ratio,0.55,crocoturtle,CTT,100,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Emydoidea_blandingii,228,turtles,616,adult.sex.ratio,0.611,crocoturtle,CTT,36,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Emydoidea_blandingii,227,turtles,556,adult.sex.ratio,0.5,crocoturtle,CTT,10,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Emydoidea_blandingii,229,turtles,613,adult.sex.ratio,0.329,crocoturtle,CTT,82,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Emydoidea_blandingii,225,turtles,213,adult.sex.ratio,0.532,crocoturtle,CTT,77,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Emydoidea_blandingii,223,turtles,164,adult.sex.ratio,0.422,crocoturtle,CTT,187,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
