species,population.ID,taxon,Citation,Life.Stage,Sex.Ratio,SuperTaxa,LifeHistory,N,sex.determination,SDM.Type,SDM.Type.conservative,sex.det.source,Notes
Sceloporus_graciosus,408,lizards,"g5, g6",juvenile.sex.ratio,0.471,squamatara,S,937,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_jarrovi,413,lizards,g1,adult.sex.ratio,0.4,squamatara,S,70,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_jarrovi,412,lizards,"g2, m50",adult.sex.ratio,0.488,squamatara,S,93,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_jarrovi,413,lizards,g1,birth.sex.ratio,0.485,squamatara,S,171,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_jarrovi,412,lizards,"g2, m50",juvenile.sex.ratio,0.4,squamatara,S,140,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_jarrovi,411,lizards,126,adult.sex.ratio,0.435,squamatara,S,214,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_poinsetti,414,lizards,g2,juvenile.sex.ratio,0.4,squamatara,S,33,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_poinsetti,414,lizards,g2,adult.sex.ratio,0.488,squamatara,S,38,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_scalaris,416,lizards,na4,juvenile.sex.ratio,0.464,squamatara,S,168,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_scalaris,416,lizards,na4,adult.sex.ratio,0.298,squamatara,S,104,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,421,lizards,v29,adult.sex.ratio,0.4,squamatara,S,30,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,420,lizards,v29,juvenile.sex.ratio,0.434,squamatara,S,113,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,417,lizards,v29,juvenile.sex.ratio,0.493,squamatara,S,136,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,418,lizards,g7,adult.sex.ratio,0.388,squamatara,S,317,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,421,lizards,v29,juvenile.sex.ratio,0.434,squamatara,S,143,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,420,lizards,v29,adult.sex.ratio,0.563,squamatara,S,80,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,422,lizards,129,adult.sex.ratio,0.438,squamatara,S,96,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,418,lizards,g7,juvenile.sex.ratio,0.448,squamatara,S,183,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,423,lizards,v30,adult.sex.ratio,0.472,squamatara,S,305,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,419,lizards,v29,juvenile.sex.ratio,0.42,squamatara,S,138,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_undulatus,419,lizards,v29,adult.sex.ratio,0.389,squamatara,S,90,GSD,GSD,GSD,species.in.TreeOfSex,NA
Sceloporus_virgatus,424,lizards,130,juvenile.sex.ratio,0.539,squamatara,S,115,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sceloporus_virgatus,425,lizards,g77,birth.sex.ratio,0.483,squamatara,S,176,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sceloporus_virgatus,424,lizards,130,adult.sex.ratio,0.455,squamatara,S,235,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sceloporus_virgatus,425,lizards,g77,adult.sex.ratio,0.62,squamatara,S,279,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sistrurus_catenatus,426,snakes,g1217,birth.sex.ratio,0.56,squamatara,S,207,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sistrurus_miliarius,427,snakes,g1217,birth.sex.ratio,0.5,squamatara,S,1024,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sphenodon_punctatus,429,tuatara,"222, 226",adult.sex.ratio,0.667,squamatara,CTT,81,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,429,tuatara,"222, 226",birth.sex.ratio,0.64,squamatara,CTT,148,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,CK14,tuatara,"Nelson, N. J., Keall, S. N., Refsnider, J. M., & Carter, A. L. (2018). Behavioral variation in nesting phenology may offset sex-ratio bias in tuatara. Journal of Experimental Zoology, 329(6-7), 373-381.",juvenile.sex.ratio,0.671532847,squamatara,CTT,137,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,CK13,tuatara,"Nelson, N. J., Cree, A., Thompson, M. A., Keall, S. N., & Daugherty, C. H. (2004). Temperature-dependent sex determination in tuatara. In N. Valenzuela & V. A. Lance (Eds.), Temperature-dependent sex determination in vertebrates (pp. 53-58). Smithsonian Books, Washington, DC.",juvenile.sex.ratio,0.626865672,squamatara,CTT,134,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,431,tuatara,225,adult.sex.ratio,0.51,squamatara,CTT,147,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,430,tuatara,225,adult.sex.ratio,0.56,squamatara,CTT,84,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,CK12,tuatara,"Nelson, N. J., Cree, A., Thompson, M. A., Keall, S. N., & Daugherty, C. H. (2004). Temperature-dependent sex determination in tuatara. In N. Valenzuela & V. A. Lance (Eds.), Temperature-dependent sex determination in vertebrates (pp. 53-58). Smithsonian Books, Washington, DC.",birth.sex.ratio,1,squamatara,CTT,6,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Sphenodon_punctatus,428,tuatara,"132, 224, 223",adult.sex.ratio,0.644,squamatara,CTT,621,TSD,TSD Ib,TSD Ib,species.in.TreeOfSex,NA
Staurotypus_triporcatus,432,turtles,503,adult.sex.ratio,0.44,crocoturtle,CTT,386,GSD,GSD,GSD,species.in.TreeOfSex,NA
Staurotypus_triporcatus,432,turtles,503,birth.sex.ratio,0.4,crocoturtle,CTT,21,GSD,GSD,GSD,species.in.TreeOfSex,NA
Stegonotus_cucullatus,433,snakes,134,adult.sex.ratio,0.779,squamatara,S,208,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Sternotherus_carinatus,2042h,turtles,2042,adult.sex.ratio,0.379,crocoturtle,CTT,58,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_minor,434,turtles,728,adult.sex.ratio,0.681,crocoturtle,CTT,214,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_minor,2052b,turtles,2052,adult.sex.ratio,0.5,crocoturtle,CTT,149,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_minor,435,turtles,505,adult.sex.ratio,0.6,crocoturtle,CTT,65,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,442,turtles,481,adult.sex.ratio,0.661,crocoturtle,CTT,56,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,443,turtles,481,adult.sex.ratio,0.261,crocoturtle,CTT,92,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,440,turtles,162,adult.sex.ratio,0.613,crocoturtle,CTT,31,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,438,turtles,682,adult.sex.ratio,0.653,crocoturtle,CTT,449,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,445,turtles,548,adult.sex.ratio,0.467,crocoturtle,CTT,15,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,439,turtles,559,adult.sex.ratio,0.629,crocoturtle,CTT,383,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,2050,turtles,2050,adult.sex.ratio,0.575,crocoturtle,CTT,146,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,2047e,turtles,2047,adult.sex.ratio,0.758,crocoturtle,CTT,178,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,444,turtles,540,adult.sex.ratio,0.582,crocoturtle,CTT,292,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,441,turtles,578,adult.sex.ratio,0.478,crocoturtle,CTT,556,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,2042g,turtles,2042,adult.sex.ratio,0.506,crocoturtle,CTT,233,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Sternotherus_odoratus,437,turtles,682,adult.sex.ratio,0.385,crocoturtle,CTT,39,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Storeria_dekayi,446,snakes,g61,adult.sex.ratio,0.451,squamatara,S,512,GSD,GSD,GSD,species.in.TreeOfSex,NA
Tarentola_annularis,448,lizards,1026,adult.sex.ratio,0.63,squamatara,S,46,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Tarentola_boettgeri,449,lizards,1027,adult.sex.ratio,0.472,squamatara,S,536,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Tarentola_mauritanica,451,lizards,1028,adult.sex.ratio,0.685,squamatara,S,111,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Tarentola_mauritanica,450,lizards,1029,adult.sex.ratio,0.359,squamatara,S,64,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,457,turtles,599,adult.sex.ratio,0.686,crocoturtle,CTT,35,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,453,turtles,136,adult.sex.ratio,0.693,crocoturtle,CTT,397,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,456,turtles,136,adult.sex.ratio,0.493,crocoturtle,CTT,138,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2005,turtles,2005,adult.sex.ratio,0.365,crocoturtle,CTT,74,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,454,turtles,136,adult.sex.ratio,0.542,crocoturtle,CTT,48,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2014,turtles,2014,adult.sex.ratio,0.459,crocoturtle,CTT,248,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2008,turtles,2008,adult.sex.ratio,0.55,crocoturtle,CTT,111,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2006,turtles,2006,adult.sex.ratio,0.538,crocoturtle,CTT,132,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,455,turtles,136,adult.sex.ratio,0.674,crocoturtle,CTT,86,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2010b,turtles,2010,adult.sex.ratio,0.543,crocoturtle,CTT,35,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2010a,turtles,2010,adult.sex.ratio,0.545,crocoturtle,CTT,90,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2004a,turtles,2004,adult.sex.ratio,0.478,crocoturtle,CTT,245,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_carolina,2001b,turtles,2001,adult.sex.ratio,0.617,crocoturtle,CTT,247,TSD,TSD II,TSD II,species.in.TreeOfSex,NA
Terrapene_ornata,2020d,turtles,2020,adult.sex.ratio,0.343,crocoturtle,CTT,210,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,458,turtles,g58,adult.sex.ratio,0.459,crocoturtle,CTT,109,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,2018a,turtles,2018,adult.sex.ratio,0.352,crocoturtle,CTT,88,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,2023b,turtles,2023,adult.sex.ratio,0.39,crocoturtle,CTT,154,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,2019,turtles,2019,adult.sex.ratio,0.471,crocoturtle,CTT,348,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,2022,turtles,2022,adult.sex.ratio,0.493,crocoturtle,CTT,136,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,2025,turtles,2025,adult.sex.ratio,0.377,crocoturtle,CTT,414,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,460,turtles,g59,adult.sex.ratio,0.39,crocoturtle,CTT,100,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Terrapene_ornata,459,turtles,737,adult.sex.ratio,0.411,crocoturtle,CTT,73,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_graeca,467,turtles,692,adult.sex.ratio,0.538,crocoturtle,CTT,91,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_graeca,463,turtles,"727, 720",adult.sex.ratio,0.611,crocoturtle,CTT,163,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_graeca,464,turtles,692,adult.sex.ratio,0.577,crocoturtle,CTT,26,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_graeca,466,turtles,692,adult.sex.ratio,0.534,crocoturtle,CTT,73,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_graeca,465,turtles,692,adult.sex.ratio,0.387,crocoturtle,CTT,31,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_graeca,462,turtles,157,adult.sex.ratio,0.515,crocoturtle,CTT,68,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Testudo_hermanni,477,turtles,712,adult.sex.ratio,0.584,crocoturtle,CTT,178,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Eurotestudo hermanni in tree of sex
Testudo_hermanni,475,turtles,703,adult.sex.ratio,0.375,crocoturtle,CTT,48,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Eurotestudo hermanni in tree of sex
Testudo_hermanni,478,turtles,158,adult.sex.ratio,0.604,crocoturtle,CTT,53,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Eurotestudo hermanni in tree of sex
Testudo_hermanni,476,turtles,708,adult.sex.ratio,0.667,crocoturtle,CTT,82,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Eurotestudo hermanni in tree of sex
Testudo_hermanni,474,turtles,726,adult.sex.ratio,0.47,crocoturtle,CTT,322,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,Written as Eurotestudo hermanni in tree of sex
Thamnophis_marcianus,479,snakes,283,adult.sex.ratio,0.4,squamatara,S,135,GSD,GSD,GSD,species.in.TreeOfSex,NA
Thamnophis_marcianus,479,snakes,283,birth.sex.ratio,0.485,squamatara,S,194,GSD,GSD,GSD,species.in.TreeOfSex,NA
Thamnophis_marcianus,479,snakes,283,juvenile.sex.ratio,0.567,squamatara,S,30,GSD,GSD,GSD,species.in.TreeOfSex,NA
Thamnophis_proximus,480,snakes,g1217,birth.sex.ratio,0.56,squamatara,S,237,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_radix,482,snakes,g99,juvenile.sex.ratio,0.531,squamatara,S,32,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_radix,482,snakes,g99,birth.sex.ratio,0.419,squamatara,S,43,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_radix,481,snakes,g1217,birth.sex.ratio,0.53,squamatara,S,137,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_radix,482,snakes,g99,adult.sex.ratio,0.486,squamatara,S,140,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_sauritus,483,snakes,g80,adult.sex.ratio,0.532,squamatara,S,109,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_scalaris,485,snakes,g18,birth.sex.ratio,0.321,squamatara,S,28,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_sirtalis,487,snakes,g1217,birth.sex.ratio,0.51,squamatara,S,652,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_sirtalis,489,snakes,new79,birth.sex.ratio,0.553,squamatara,S,197,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Thamnophis_sirtalis,486,snakes,211,adult.sex.ratio,0.595,squamatara,S,74,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Trachemys_adiutrix,2068b,turtles,2068,adult.sex.ratio,0.429,crocoturtle,CTT,35,TSD,TSD Ia,NA,genus.or.family.in.TreeOfSex,NA
Trachemys_scripta,496,turtles,682,adult.sex.ratio,0.733,crocoturtle,CTT,2017,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,499,turtles,559,adult.sex.ratio,0.728,crocoturtle,CTT,2168,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,505,turtles,518,adult.sex.ratio,0.442,crocoturtle,CTT,77,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,494,turtles,682,adult.sex.ratio,0.578,crocoturtle,CTT,187,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,495,turtles,682,adult.sex.ratio,0.588,crocoturtle,CTT,68,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,507,turtles,540,adult.sex.ratio,0.469,crocoturtle,CTT,179,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,491,turtles,503,birth.sex.ratio,0.78,crocoturtle,CTT,9,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,497,turtles,505,adult.sex.ratio,0.638,crocoturtle,CTT,320,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,498,turtles,g62,juvenile.sex.ratio,0.593,crocoturtle,CTT,91,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,498,turtles,g62,adult.sex.ratio,0.682,crocoturtle,CTT,179,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,493,turtles,682,adult.sex.ratio,0.548,crocoturtle,CTT,93,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,503,turtles,481,adult.sex.ratio,0.424,crocoturtle,CTT,1070,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,508,turtles,g65,birth.sex.ratio,0.63,crocoturtle,CTT,568,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,492,turtles,139,adult.sex.ratio,0.473,crocoturtle,CTT,635,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,500,turtles,g46,adult.sex.ratio,0.463,crocoturtle,CTT,54,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,502,turtles,g46,adult.sex.ratio,0.453,crocoturtle,CTT,117,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,ROSIE52,turtles,"Cadi, A., Delmas, V., Prévot‐Julliard, A.-C., Joly, P., Pieau, C., & Girondot, M. (2004). Successful reproduction of the introduced slider turtle (Trachemys scripta elegans) in the South of France. Aquatic Conservation: Marine and Freshwater Ecosystems, 14(3), 237-246.",birth.sex.ratio,0.244444444,crocoturtle,CTT,45,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,491,turtles,503,adult.sex.ratio,0.686,crocoturtle,CTT,283,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,504,turtles,481,adult.sex.ratio,0.375,crocoturtle,CTT,40,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trachemys_scripta,501,turtles,g46,adult.sex.ratio,0.713,crocoturtle,CTT,122,TSD,TSD Ia,TSD Ia,species.in.TreeOfSex,NA
Trimeresurus_stejnegeri,509,snakes,g71,birth.sex.ratio,0.556,squamatara,S,90,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Trimeresurus_stejnegeri,509,snakes,g71,adult.sex.ratio,0.736,squamatara,S,178,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Trimeresurus_stejnegeri,509,snakes,g71,juvenile.sex.ratio,0.529,squamatara,S,68,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Tropidurus_albemarlensis,510,lizards,na3,adult.sex.ratio,0.383,squamatara,S,201,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Tropidurus_hispidus,512,lizards,176,juvenile.sex.ratio,0.273,squamatara,S,22,GSD,GSD,GSD,species.in.TreeOfSex,NA
Tropidurus_hispidus,512,lizards,176,adult.sex.ratio,0.421,squamatara,S,235,GSD,GSD,GSD,species.in.TreeOfSex,NA
Tropidurus_itambere,513,lizards,144,adult.sex.ratio,0.46,squamatara,S,255,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Tropidurus_itambere,513,lizards,144,juvenile.sex.ratio,0.49,squamatara,S,290,GSD,GSD,GSD,genus.or.family.in.TreeOfSex,NA
Tropidurus_torquatus,514,lizards,"new81, m55",adult.sex.ratio,0.389,squamatara,S,190,GSD,GSD,GSD,species.in.TreeOfSex,NA
Tropidurus_torquatus,514,lizards,"new81, m55",juvenile.sex.ratio,0.42,squamatara,S,50,GSD,GSD,GSD,species.in.TreeOfSex,NA
Underwoodisaurus_milii,515,lizards,1037,adult.sex.ratio,0.519,squamatara,S,79,GSD,GSD,GSD,Pokorn‡ et al (2014) Cyogenetic and genome research,NA
Underwoodisaurus_milii,516,lizards,1037,adult.sex.ratio,0.5,squamatara,S,30,GSD,GSD,GSD,Pokorn‡ et al (2014) Cyogenetic and genome research,NA
Uta_stansburiana,517,lizards,"g10, m51",birth.sex.ratio,0.52,squamatara,S,126,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,517,lizards,"g10, m51",adult.sex.ratio,0.501,squamatara,S,1888,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,517,lizards,"g10, m51",juvenile.sex.ratio,0.468,squamatara,S,111,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,518,lizards,g49,birth.sex.ratio,0.494,squamatara,S,87,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,518,lizards,g49,adult.sex.ratio,0.463,squamatara,S,326,GSD,GSD,GSD,species.in.TreeOfSex,NA
Uta_stansburiana,520,lizards,v31,adult.sex.ratio,0.442,squamatara,S,1884,GSD,GSD,GSD,species.in.TreeOfSex,NA
Varanus_albigularis,521,lizards,na5,adult.sex.ratio,0.561,squamatara,S,205,GSD,GSD,GSD,species.in.TreeOfSex,NA
Varanus_salvator,522,lizards,1030,adult.sex.ratio,0.485,squamatara,S,33,GSD,GSD,GSD,species.in.TreeOfSex,"In tree of sex, the reference cited actually says that the evidence is not convincing that Varanidae have TSD due to misID sex and no histological confirmation; keeping this as GSD due to this and GSD being in the rest of the genus"
Vipera_aspis,523,snakes,220,adult.sex.ratio,0.531,squamatara,S,988,GSD,GSD,GSD,species.in.TreeOfSex,written as Vipera aspis aspis in tree of sex
Vipera_berus,525,snakes,v33,adult.sex.ratio,0.51,squamatara,S,155,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,526,snakes,"new83, new84",birth.sex.ratio,0.434,squamatara,S,401,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,526,snakes,"new83, new84",adult.sex.ratio,0.558,squamatara,S,86,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,525,snakes,v33,birth.sex.ratio,0.506,squamatara,S,79,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_berus,527,snakes,202,adult.sex.ratio,0.58,squamatara,S,352,GSD,GSD,GSD,species.in.TreeOfSex,NA
Vipera_ursinii,528,snakes,g11,birth.sex.ratio,0.49,squamatara,S,360,GSD,GSD,GSD,species.in.TreeOfSex,NA
Xenochrophis_piscator,529,snakes,g81,birth.sex.ratio,0.55,squamatara,S,249,GSD,GSD,GSD,species.in.TreeOfSex,NA